,layer,feature,indirect_effect,prompt_str,response_str,node_type
75493,2,229,0.000717697839718312,"<|endoftext|>When John and Mary went to the shops, John gave the bag to", Mary,error
177364,6,724,0.0007175344508141279,"<|endoftext|>When John and Mary went to the shops, John gave the bag to", Mary,error
151954,5,658,0.0007173516787588596,"<|endoftext|>When John and Mary went to the shops, John gave the bag to", Mary,error
177308,6,668,0.0007169762393459678,"<|endoftext|>When John and Mary went to the shops, John gave the bag to", Mary,error
95005,3,18973,0.0007163778645917773,"<|endoftext|>When John and Mary went to the shops, John gave the bag to", Mary,feature
75463,2,199,0.000716291309799999,"<|endoftext|>When John and Mary went to the shops, John gave the bag to", Mary,error
126184,4,232,0.000716278504114598,"<|endoftext|>When John and Mary went to the shops, John gave the bag to", Mary,error
253358,9,686,0.0007162065012380481,"<|endoftext|>When John and Mary went to the shops, John gave the bag to", Mary,error
100609,3,1,0.0007153764017857611,"<|endoftext|>When John and Mary went to the shops, John gave the bag to", Mary,error
253207,9,535,0.0007153177284635603,"<|endoftext|>When John and Mary went to the shops, John gave the bag to", Mary,error
176088,6,24024,0.0007130512967705727,"<|endoftext|>When John and Mary went to the shops, John gave the bag to", Mary,feature
100629,3,21,0.0007110338774509728,"<|endoftext|>When John and Mary went to the shops, John gave the bag to", Mary,error
105063,4,3687,0.0007103740936145186,"<|endoftext|>When John and Mary went to the shops, John gave the bag to", Mary,feature
304005,11,645,0.0007102075614966452,"<|endoftext|>When John and Mary went to the shops, John gave the bag to", Mary,error
175405,6,23341,0.0007098257774487138,"<|endoftext|>When John and Mary went to the shops, John gave the bag to", Mary,feature
176750,6,110,0.0007089513819664717,"<|endoftext|>When John and Mary went to the shops, John gave the bag to", Mary,error
100658,3,50,0.0007083185482770205,"<|endoftext|>When John and Mary went to the shops, John gave the bag to", Mary,error
50491,1,571,0.0007079112692736089,"<|endoftext|>When John and Mary went to the shops, John gave the bag to", Mary,error
176806,6,166,0.0007076824549585581,"<|endoftext|>When John and Mary went to the shops, John gave the bag to", Mary,error
303881,11,521,0.0007074896711856127,"<|endoftext|>When John and Mary went to the shops, John gave the bag to", Mary,error
50318,1,398,0.0007048090337775648,"<|endoftext|>When John and Mary went to the shops, John gave the bag to", Mary,error
227525,8,197,0.0007045913371257484,"<|endoftext|>When John and Mary went to the shops, John gave the bag to", Mary,error
137761,5,11041,0.0007038777694106102,"<|endoftext|>When John and Mary went to the shops, John gave the bag to", Mary,feature
303535,11,175,0.000703133293427527,"<|endoftext|>When John and Mary went to the shops, John gave the bag to", Mary,error
151877,5,581,0.0007022817153483629,"<|endoftext|>When John and Mary went to the shops, John gave the bag to", Mary,error
75667,2,403,0.0007003192440606654,"<|endoftext|>When John and Mary went to the shops, John gave the bag to", Mary,error
278632,10,616,0.000699784723110497,"<|endoftext|>When John and Mary went to the shops, John gave the bag to", Mary,error
152013,5,717,0.0006993005517870188,"<|endoftext|>When John and Mary went to the shops, John gave the bag to", Mary,error
191371,7,13963,0.0006987978704273701,"<|endoftext|>When John and Mary went to the shops, John gave the bag to", Mary,feature
226772,8,24020,0.0006986416410654783,"<|endoftext|>When John and Mary went to the shops, John gave the bag to", Mary,feature
232591,9,4495,0.0006949772359803319,"<|endoftext|>When John and Mary went to the shops, John gave the bag to", Mary,feature
299108,11,20324,0.0006946264766156673,"<|endoftext|>When John and Mary went to the shops, John gave the bag to", Mary,feature
177372,6,732,0.0006941123283468187,"<|endoftext|>When John and Mary went to the shops, John gave the bag to", Mary,error
115507,4,14131,0.0006929009687155485,"<|endoftext|>When John and Mary went to the shops, John gave the bag to", Mary,feature
303665,11,305,0.0006926814676262438,"<|endoftext|>When John and Mary went to the shops, John gave the bag to", Mary,error
194179,7,16771,0.0006920192390680313,"<|endoftext|>When John and Mary went to the shops, John gave the bag to", Mary,feature
151643,5,347,0.0006916781421750784,"<|endoftext|>When John and Mary went to the shops, John gave the bag to", Mary,error
202331,7,347,0.000691552588250488,"<|endoftext|>When John and Mary went to the shops, John gave the bag to", Mary,error
228051,8,723,0.0006914697587490082,"<|endoftext|>When John and Mary went to the shops, John gave the bag to", Mary,error
35570,1,10226,0.0006914095138199627,"<|endoftext|>When John and Mary went to the shops, John gave the bag to", Mary,feature
151822,5,526,0.000691116089001298,"<|endoftext|>When John and Mary went to the shops, John gave the bag to", Mary,error
126124,4,172,0.0006904951296746731,"<|endoftext|>When John and Mary went to the shops, John gave the bag to", Mary,error
177147,6,507,0.0006894937250763178,"<|endoftext|>When John and Mary went to the shops, John gave the bag to", Mary,error
103410,4,2034,0.0006881905137561262,"<|endoftext|>When John and Mary went to the shops, John gave the bag to", Mary,feature
202015,7,31,0.0006877442356199026,"<|endoftext|>When John and Mary went to the shops, John gave the bag to", Mary,error
101176,3,568,0.0006871027871966362,"<|endoftext|>When John and Mary went to the shops, John gave the bag to", Mary,error
101327,3,719,0.0006869821227155626,"<|endoftext|>When John and Mary went to the shops, John gave the bag to", Mary,error
176997,6,357,0.0006868909113109112,"<|endoftext|>When John and Mary went to the shops, John gave the bag to", Mary,error
75909,2,645,0.0006866716430522501,"<|endoftext|>When John and Mary went to the shops, John gave the bag to", Mary,error
24797,0,221,0.0006864715251140296,"<|endoftext|>When John and Mary went to the shops, John gave the bag to", Mary,error
126098,4,146,0.0006860834546387196,"<|endoftext|>When John and Mary went to the shops, John gave the bag to", Mary,error
50237,1,317,0.0006852130754850805,"<|endoftext|>When John and Mary went to the shops, John gave the bag to", Mary,error
303617,11,257,0.0006846892065368593,"<|endoftext|>When John and Mary went to the shops, John gave the bag to", Mary,error
303689,11,329,0.0006820391281507909,"<|endoftext|>When John and Mary went to the shops, John gave the bag to", Mary,error
227472,8,144,0.0006817242247052491,"<|endoftext|>When John and Mary went to the shops, John gave the bag to", Mary,error
168826,6,16762,0.0006815671804361045,"<|endoftext|>When John and Mary went to the shops, John gave the bag to", Mary,feature
202047,7,63,0.000681523815728724,"<|endoftext|>When John and Mary went to the shops, John gave the bag to", Mary,error
253192,9,520,0.0006792026106268167,"<|endoftext|>When John and Mary went to the shops, John gave the bag to", Mary,error
278729,10,713,0.0006736527429893613,"<|endoftext|>When John and Mary went to the shops, John gave the bag to", Mary,error
278421,10,405,0.0006731241010129452,"<|endoftext|>When John and Mary went to the shops, John gave the bag to", Mary,error
182810,7,5402,0.0006721342797391117,"<|endoftext|>When John and Mary went to the shops, John gave the bag to", Mary,feature
100721,3,113,0.0006699487566947937,"<|endoftext|>When John and Mary went to the shops, John gave the bag to", Mary,error
49965,1,45,0.0006698110955767334,"<|endoftext|>When John and Mary went to the shops, John gave the bag to", Mary,error
233930,9,5834,0.0006697654607705772,"<|endoftext|>When John and Mary went to the shops, John gave the bag to", Mary,feature
202995,8,243,0.0006691570742987096,"<|endoftext|>When John and Mary went to the shops, John gave the bag to", Mary,feature
304070,11,710,0.0006687105633318424,"<|endoftext|>When John and Mary went to the shops, John gave the bag to", Mary,error
101276,3,668,0.0006686226697638631,"<|endoftext|>When John and Mary went to the shops, John gave the bag to", Mary,error
202106,7,122,0.0006686163833364844,"<|endoftext|>When John and Mary went to the shops, John gave the bag to", Mary,error
151629,5,333,0.000668595137540251,"<|endoftext|>When John and Mary went to the shops, John gave the bag to", Mary,error
50436,1,516,0.0006683464162051678,"<|endoftext|>When John and Mary went to the shops, John gave the bag to", Mary,error
160355,6,8291,0.0006669137510471046,"<|endoftext|>When John and Mary went to the shops, John gave the bag to", Mary,feature
278741,10,725,0.0006665706168860197,"<|endoftext|>When John and Mary went to the shops, John gave the bag to", Mary,error
81010,3,4978,0.0006665385444648564,"<|endoftext|>When John and Mary went to the shops, John gave the bag to", Mary,feature
50466,1,546,0.0006665007676929235,"<|endoftext|>When John and Mary went to the shops, John gave the bag to", Mary,error
252718,9,46,0.0006664108950644732,"<|endoftext|>When John and Mary went to the shops, John gave the bag to", Mary,error
75851,2,587,0.0006658612401224673,"<|endoftext|>When John and Mary went to the shops, John gave the bag to", Mary,error
25117,0,541,0.0006649689748883247,"<|endoftext|>When John and Mary went to the shops, John gave the bag to", Mary,error
151733,5,437,0.0006648091366514564,"<|endoftext|>When John and Mary went to the shops, John gave the bag to", Mary,error
7261,0,7261,0.0006647810805588961,"<|endoftext|>When John and Mary went to the shops, John gave the bag to", Mary,feature
152144,6,80,0.0006647299160249531,"<|endoftext|>When John and Mary went to the shops, John gave the bag to", Mary,feature
50123,1,203,0.0006643367232754827,"<|endoftext|>When John and Mary went to the shops, John gave the bag to", Mary,error
177352,6,712,0.0006641784566454589,"<|endoftext|>When John and Mary went to the shops, John gave the bag to", Mary,error
177330,6,690,0.0006625435198657215,"<|endoftext|>When John and Mary went to the shops, John gave the bag to", Mary,error
202463,7,479,0.0006612595170736313,"<|endoftext|>When John and Mary went to the shops, John gave the bag to", Mary,error
303378,11,18,0.0006609198171645403,"<|endoftext|>When John and Mary went to the shops, John gave the bag to", Mary,error
234414,9,6318,0.0006607944378629327,"<|endoftext|>When John and Mary went to the shops, John gave the bag to", Mary,feature
219883,8,17131,0.0006599381449632347,"<|endoftext|>When John and Mary went to the shops, John gave the bag to", Mary,feature
246537,9,18441,0.0006599283660762012,"<|endoftext|>When John and Mary went to the shops, John gave the bag to", Mary,feature
50178,1,258,0.00065951346186921,"<|endoftext|>When John and Mary went to the shops, John gave the bag to", Mary,error
50210,1,290,0.0006593324360437691,"<|endoftext|>When John and Mary went to the shops, John gave the bag to", Mary,error
75701,2,437,0.0006590355769731104,"<|endoftext|>When John and Mary went to the shops, John gave the bag to", Mary,error
75535,2,271,0.0006588161340914667,"<|endoftext|>When John and Mary went to the shops, John gave the bag to", Mary,error
197647,7,20239,0.0006587942480109632,"<|endoftext|>When John and Mary went to the shops, John gave the bag to", Mary,feature
75638,2,374,0.000658789649605751,"<|endoftext|>When John and Mary went to the shops, John gave the bag to", Mary,error
75741,2,477,0.0006585395312868059,"<|endoftext|>When John and Mary went to the shops, John gave the bag to", Mary,error
141577,5,14857,0.0006569623365066946,"<|endoftext|>When John and Mary went to the shops, John gave the bag to", Mary,feature
134800,5,8080,0.0006566822994500399,"<|endoftext|>When John and Mary went to the shops, John gave the bag to", Mary,feature
50279,1,359,0.0006566249649040401,"<|endoftext|>When John and Mary went to the shops, John gave the bag to", Mary,error
253006,9,334,0.0006562371854670346,"<|endoftext|>When John and Mary went to the shops, John gave the bag to", Mary,error
100971,3,363,0.0006560423644259572,"<|endoftext|>When John and Mary went to the shops, John gave the bag to", Mary,error
151716,5,420,0.0006554370629601181,"<|endoftext|>When John and Mary went to the shops, John gave the bag to", Mary,error
24837,0,261,0.0006553308921866119,"<|endoftext|>When John and Mary went to the shops, John gave the bag to", Mary,error
75625,2,361,0.0006538120796903968,"<|endoftext|>When John and Mary went to the shops, John gave the bag to", Mary,error
100741,3,133,0.0006536529399454594,"<|endoftext|>When John and Mary went to the shops, John gave the bag to", Mary,error
303703,11,343,0.0006529797101393342,"<|endoftext|>When John and Mary went to the shops, John gave the bag to", Mary,error
151687,5,391,0.0006524509517475963,"<|endoftext|>When John and Mary went to the shops, John gave the bag to", Mary,error
285466,11,6682,0.0006523646879941225,"<|endoftext|>When John and Mary went to the shops, John gave the bag to", Mary,feature
204063,8,1311,0.000649810885079205,"<|endoftext|>When John and Mary went to the shops, John gave the bag to", Mary,feature
50498,1,578,0.0006492928368970752,"<|endoftext|>When John and Mary went to the shops, John gave the bag to", Mary,error
126590,4,638,0.000648835557512939,"<|endoftext|>When John and Mary went to the shops, John gave the bag to", Mary,error
303483,11,123,0.000648631015792489,"<|endoftext|>When John and Mary went to the shops, John gave the bag to", Mary,error
101119,3,511,0.0006485366029664874,"<|endoftext|>When John and Mary went to the shops, John gave the bag to", Mary,error
151890,5,594,0.000647441775072366,"<|endoftext|>When John and Mary went to the shops, John gave the bag to", Mary,error
252895,9,223,0.0006469304789789021,"<|endoftext|>When John and Mary went to the shops, John gave the bag to", Mary,error
253261,9,589,0.0006468594074249268,"<|endoftext|>When John and Mary went to the shops, John gave the bag to", Mary,error
254360,10,920,0.0006464728503488004,"<|endoftext|>When John and Mary went to the shops, John gave the bag to", Mary,feature
151502,5,206,0.0006463555619120598,"<|endoftext|>When John and Mary went to the shops, John gave the bag to", Mary,error
50427,1,507,0.0006445416365750134,"<|endoftext|>When John and Mary went to the shops, John gave the bag to", Mary,error
75927,2,663,0.0006436769617721438,"<|endoftext|>When John and Mary went to the shops, John gave the bag to", Mary,error
151657,5,361,0.0006436653784476221,"<|endoftext|>When John and Mary went to the shops, John gave the bag to", Mary,error
243626,9,15530,0.0006435082177631557,"<|endoftext|>When John and Mary went to the shops, John gave the bag to", Mary,feature
50120,1,200,0.0006431727670133114,"<|endoftext|>When John and Mary went to the shops, John gave the bag to", Mary,error
151691,5,395,0.0006416899850592017,"<|endoftext|>When John and Mary went to the shops, John gave the bag to", Mary,error
75361,2,97,0.0006416773539967835,"<|endoftext|>When John and Mary went to the shops, John gave the bag to", Mary,error
100827,3,219,0.0006413407973013818,"<|endoftext|>When John and Mary went to the shops, John gave the bag to", Mary,error
50027,1,107,0.0006411427166312933,"<|endoftext|>When John and Mary went to the shops, John gave the bag to", Mary,error
75975,2,711,0.0006405665772035718,"<|endoftext|>When John and Mary went to the shops, John gave the bag to", Mary,error
202533,7,549,0.0006376306992024183,"<|endoftext|>When John and Mary went to the shops, John gave the bag to", Mary,error
151806,5,510,0.000636641401797533,"<|endoftext|>When John and Mary went to the shops, John gave the bag to", Mary,error
82196,3,6164,0.0006365673034451902,"<|endoftext|>When John and Mary went to the shops, John gave the bag to", Mary,feature
151397,5,101,0.000636430224403739,"<|endoftext|>When John and Mary went to the shops, John gave the bag to", Mary,error
75265,2,1,0.0006358270184136927,"<|endoftext|>When John and Mary went to the shops, John gave the bag to", Mary,error
252887,9,215,0.0006352378404699266,"<|endoftext|>When John and Mary went to the shops, John gave the bag to", Mary,error
24886,0,310,0.0006348553579300642,"<|endoftext|>When John and Mary went to the shops, John gave the bag to", Mary,error
126646,4,694,0.0006344614084810019,"<|endoftext|>When John and Mary went to the shops, John gave the bag to", Mary,error
126263,4,311,0.0006331375916488469,"<|endoftext|>When John and Mary went to the shops, John gave the bag to", Mary,error
239351,9,11255,0.000633091724012047,"<|endoftext|>When John and Mary went to the shops, John gave the bag to", Mary,feature
151899,5,603,0.0006330548785626888,"<|endoftext|>When John and Mary went to the shops, John gave the bag to", Mary,error
253158,9,486,0.0006316704675555229,"<|endoftext|>When John and Mary went to the shops, John gave the bag to", Mary,error
100617,3,9,0.0006315123755484819,"<|endoftext|>When John and Mary went to the shops, John gave the bag to", Mary,error
202472,7,488,0.0006305489223450422,"<|endoftext|>When John and Mary went to the shops, John gave the bag to", Mary,error
75271,2,7,0.0006305198185145855,"<|endoftext|>When John and Mary went to the shops, John gave the bag to", Mary,error
202220,7,236,0.0006304886774159968,"<|endoftext|>When John and Mary went to the shops, John gave the bag to", Mary,error
249835,9,21739,0.000630147522315383,"<|endoftext|>When John and Mary went to the shops, John gave the bag to", Mary,feature
202373,7,389,0.0006300670793280005,"<|endoftext|>When John and Mary went to the shops, John gave the bag to", Mary,error
75977,2,713,0.0006289787706919014,"<|endoftext|>When John and Mary went to the shops, John gave the bag to", Mary,error
50225,1,305,0.0006289058364927769,"<|endoftext|>When John and Mary went to the shops, John gave the bag to", Mary,error
50527,1,607,0.0006282912218011916,"<|endoftext|>When John and Mary went to the shops, John gave the bag to", Mary,error
228607,9,511,0.0006277160719037056,"<|endoftext|>When John and Mary went to the shops, John gave the bag to", Mary,feature
253336,9,664,0.0006274665938690305,"<|endoftext|>When John and Mary went to the shops, John gave the bag to", Mary,error
50528,1,608,0.0006274303887039423,"<|endoftext|>When John and Mary went to the shops, John gave the bag to", Mary,error
50134,1,214,0.0006269949954003096,"<|endoftext|>When John and Mary went to the shops, John gave the bag to", Mary,error
101268,3,660,0.0006257796194404364,"<|endoftext|>When John and Mary went to the shops, John gave the bag to", Mary,error
75629,2,365,0.0006255576736293733,"<|endoftext|>When John and Mary went to the shops, John gave the bag to", Mary,error
278543,10,527,0.0006251476006582379,"<|endoftext|>When John and Mary went to the shops, John gave the bag to", Mary,error
126254,4,302,0.0006250331061892211,"<|endoftext|>When John and Mary went to the shops, John gave the bag to", Mary,error
235822,9,7726,0.0006247343262657523,"<|endoftext|>When John and Mary went to the shops, John gave the bag to", Mary,feature
101185,3,577,0.0006243425887078047,"<|endoftext|>When John and Mary went to the shops, John gave the bag to", Mary,error
134795,5,8075,0.0006238720379769802,"<|endoftext|>When John and Mary went to the shops, John gave the bag to", Mary,feature
100795,3,187,0.0006229211576282978,"<|endoftext|>When John and Mary went to the shops, John gave the bag to", Mary,error
253375,9,703,0.0006226426921784878,"<|endoftext|>When John and Mary went to the shops, John gave the bag to", Mary,error
25199,0,623,0.0006214913446456194,"<|endoftext|>When John and Mary went to the shops, John gave the bag to", Mary,error
50209,1,289,0.0006214488530531526,"<|endoftext|>When John and Mary went to the shops, John gave the bag to", Mary,error
253369,9,697,0.0006205248646438122,"<|endoftext|>When John and Mary went to the shops, John gave the bag to", Mary,error
126436,4,484,0.0006179579067975283,"<|endoftext|>When John and Mary went to the shops, John gave the bag to", Mary,error
50533,1,613,0.0006170095293782651,"<|endoftext|>When John and Mary went to the shops, John gave the bag to", Mary,error
135497,5,8777,0.0006167308310978115,"<|endoftext|>When John and Mary went to the shops, John gave the bag to", Mary,feature
134883,5,8163,0.0006165922386571765,"<|endoftext|>When John and Mary went to the shops, John gave the bag to", Mary,feature
100902,3,294,0.0006161661585792899,"<|endoftext|>When John and Mary went to the shops, John gave the bag to", Mary,error
151475,5,179,0.0006155798910185695,"<|endoftext|>When John and Mary went to the shops, John gave the bag to", Mary,error
253412,9,740,0.0006153132417239249,"<|endoftext|>When John and Mary went to the shops, John gave the bag to", Mary,error
255558,10,2118,0.0006146869855001569,"<|endoftext|>When John and Mary went to the shops, John gave the bag to", Mary,feature
75680,2,416,0.000614018936175853,"<|endoftext|>When John and Mary went to the shops, John gave the bag to", Mary,error
24890,0,314,0.0006122564664110541,"<|endoftext|>When John and Mary went to the shops, John gave the bag to", Mary,error
126549,4,597,0.0006108329398557544,"<|endoftext|>When John and Mary went to the shops, John gave the bag to", Mary,error
75926,2,662,0.0006107990629971027,"<|endoftext|>When John and Mary went to the shops, John gave the bag to", Mary,error
176900,6,260,0.0006107293884269893,"<|endoftext|>When John and Mary went to the shops, John gave the bag to", Mary,error
75711,2,447,0.000610554707236588,"<|endoftext|>When John and Mary went to the shops, John gave the bag to", Mary,error
253266,9,594,0.0006105508655309677,"<|endoftext|>When John and Mary went to the shops, John gave the bag to", Mary,error
101355,3,747,0.0006099235615693033,"<|endoftext|>When John and Mary went to the shops, John gave the bag to", Mary,error
187603,7,10195,0.0006078832084313035,"<|endoftext|>When John and Mary went to the shops, John gave the bag to", Mary,feature
252951,9,279,0.0006063063046894968,"<|endoftext|>When John and Mary went to the shops, John gave the bag to", Mary,error
75652,2,388,0.0006061772583052516,"<|endoftext|>When John and Mary went to the shops, John gave the bag to", Mary,error
182247,7,4839,0.000605646288022399,"<|endoftext|>When John and Mary went to the shops, John gave the bag to", Mary,feature
176680,6,40,0.000605541979894042,"<|endoftext|>When John and Mary went to the shops, John gave the bag to", Mary,error
50506,1,586,0.0006053700344637036,"<|endoftext|>When John and Mary went to the shops, John gave the bag to", Mary,error
206683,8,3931,0.0006053395918570459,"<|endoftext|>When John and Mary went to the shops, John gave the bag to", Mary,feature
25056,0,480,0.0006053039105609059,"<|endoftext|>When John and Mary went to the shops, John gave the bag to", Mary,error
177173,6,533,0.0006052273092791438,"<|endoftext|>When John and Mary went to the shops, John gave the bag to", Mary,error
49957,1,37,0.0006049344083294272,"<|endoftext|>When John and Mary went to the shops, John gave the bag to", Mary,error
50661,1,741,0.0006047772476449609,"<|endoftext|>When John and Mary went to the shops, John gave the bag to", Mary,error
221676,8,18924,0.0006042187451384962,"<|endoftext|>When John and Mary went to the shops, John gave the bag to", Mary,feature
75392,2,128,0.0006038214196451008,"<|endoftext|>When John and Mary went to the shops, John gave the bag to", Mary,error
278414,10,398,0.0006032346282154322,"<|endoftext|>When John and Mary went to the shops, John gave the bag to", Mary,error
270728,10,17288,0.0006027998751960695,"<|endoftext|>When John and Mary went to the shops, John gave the bag to", Mary,feature
223063,8,20311,0.000601832871325314,"<|endoftext|>When John and Mary went to the shops, John gave the bag to", Mary,feature
200753,7,23345,0.0006013648817315698,"<|endoftext|>When John and Mary went to the shops, John gave the bag to", Mary,feature
101308,3,700,0.0006004974711686373,"<|endoftext|>When John and Mary went to the shops, John gave the bag to", Mary,error
176928,6,288,0.0006003911839798093,"<|endoftext|>When John and Mary went to the shops, John gave the bag to", Mary,error
252969,9,297,0.000600350322201848,"<|endoftext|>When John and Mary went to the shops, John gave the bag to", Mary,error
126068,4,116,0.000600177445448935,"<|endoftext|>When John and Mary went to the shops, John gave the bag to", Mary,error
165768,6,13704,0.0006000807625241578,"<|endoftext|>When John and Mary went to the shops, John gave the bag to", Mary,feature
152757,6,693,0.0005999292479828,"<|endoftext|>When John and Mary went to the shops, John gave the bag to", Mary,feature
202449,7,465,0.0005999007844366133,"<|endoftext|>When John and Mary went to the shops, John gave the bag to", Mary,error
25188,0,612,0.0005992078804410994,"<|endoftext|>When John and Mary went to the shops, John gave the bag to", Mary,error
202392,7,408,0.0005990794161334634,"<|endoftext|>When John and Mary went to the shops, John gave the bag to", Mary,error
176777,6,137,0.0005988731281831861,"<|endoftext|>When John and Mary went to the shops, John gave the bag to", Mary,error
292916,11,14132,0.0005977280670776963,"<|endoftext|>When John and Mary went to the shops, John gave the bag to", Mary,feature
105325,4,3949,0.0005968846380710602,"<|endoftext|>When John and Mary went to the shops, John gave the bag to", Mary,feature
151735,5,439,0.0005957441753707826,"<|endoftext|>When John and Mary went to the shops, John gave the bag to", Mary,error
278666,10,650,0.0005944158765487373,"<|endoftext|>When John and Mary went to the shops, John gave the bag to", Mary,error
253151,9,479,0.0005938847316429019,"<|endoftext|>When John and Mary went to the shops, John gave the bag to", Mary,error
151314,5,18,0.0005938070244155824,"<|endoftext|>When John and Mary went to the shops, John gave the bag to", Mary,error
252725,9,53,0.0005935681401751935,"<|endoftext|>When John and Mary went to the shops, John gave the bag to", Mary,error
100907,3,299,0.0005914066568948328,"<|endoftext|>When John and Mary went to the shops, John gave the bag to", Mary,error
100955,3,347,0.0005908863386139274,"<|endoftext|>When John and Mary went to the shops, John gave the bag to", Mary,error
25342,0,766,0.000589996634516865,"<|endoftext|>When John and Mary went to the shops, John gave the bag to", Mary,error
290110,11,11326,0.0005895540816709399,"<|endoftext|>When John and Mary went to the shops, John gave the bag to", Mary,feature
126006,4,54,0.0005892982007935643,"<|endoftext|>When John and Mary went to the shops, John gave the bag to", Mary,error
75304,2,40,0.0005890307947993279,"<|endoftext|>When John and Mary went to the shops, John gave the bag to", Mary,error
228043,8,715,0.0005890210159122944,"<|endoftext|>When John and Mary went to the shops, John gave the bag to", Mary,error
151568,5,272,0.0005889040185138583,"<|endoftext|>When John and Mary went to the shops, John gave the bag to", Mary,error
133305,5,6585,0.0005887025617994368,"<|endoftext|>When John and Mary went to the shops, John gave the bag to", Mary,feature
181276,7,3868,0.0005881896940991282,"<|endoftext|>When John and Mary went to the shops, John gave the bag to", Mary,feature
176980,6,340,0.0005880751414224505,"<|endoftext|>When John and Mary went to the shops, John gave the bag to", Mary,error
278420,10,404,0.0005877901567146182,"<|endoftext|>When John and Mary went to the shops, John gave the bag to", Mary,error
204041,8,1289,0.0005874601774848998,"<|endoftext|>When John and Mary went to the shops, John gave the bag to", Mary,feature
50177,1,257,0.0005868548760190606,"<|endoftext|>When John and Mary went to the shops, John gave the bag to", Mary,error
100997,3,389,0.0005868169828318059,"<|endoftext|>When John and Mary went to the shops, John gave the bag to", Mary,error
151642,5,346,0.0005864211125299335,"<|endoftext|>When John and Mary went to the shops, John gave the bag to", Mary,error
215370,8,12618,0.0005863858968950808,"<|endoftext|>When John and Mary went to the shops, John gave the bag to", Mary,feature
174937,6,22873,0.0005859212833456695,"<|endoftext|>When John and Mary went to the shops, John gave the bag to", Mary,feature
75458,2,194,0.0005853257607668638,"<|endoftext|>When John and Mary went to the shops, John gave the bag to", Mary,error
194621,7,17213,0.0005852281465195119,"<|endoftext|>When John and Mary went to the shops, John gave the bag to", Mary,feature
101362,3,754,0.0005846036365255713,"<|endoftext|>When John and Mary went to the shops, John gave the bag to", Mary,error
278580,10,564,0.0005843880353495479,"<|endoftext|>When John and Mary went to the shops, John gave the bag to", Mary,error
272592,10,19152,0.0005839357036165893,"<|endoftext|>When John and Mary went to the shops, John gave the bag to", Mary,feature
110299,4,8923,0.0005832940805703402,"<|endoftext|>When John and Mary went to the shops, John gave the bag to", Mary,feature
50096,1,176,0.0005832466995343566,"<|endoftext|>When John and Mary went to the shops, John gave the bag to", Mary,error
50452,1,532,0.0005831655580550432,"<|endoftext|>When John and Mary went to the shops, John gave the bag to", Mary,error
303959,11,599,0.0005825465777888894,"<|endoftext|>When John and Mary went to the shops, John gave the bag to", Mary,error
100634,3,26,0.0005824307445436716,"<|endoftext|>When John and Mary went to the shops, John gave the bag to", Mary,error
251932,9,23836,0.0005812753806822002,"<|endoftext|>When John and Mary went to the shops, John gave the bag to", Mary,feature
303540,11,180,0.0005810688599012792,"<|endoftext|>When John and Mary went to the shops, John gave the bag to", Mary,error
227885,8,557,0.0005803158273920417,"<|endoftext|>When John and Mary went to the shops, John gave the bag to", Mary,error
75631,2,367,0.000579560233745724,"<|endoftext|>When John and Mary went to the shops, John gave the bag to", Mary,error
176922,6,282,0.0005774119636043906,"<|endoftext|>When John and Mary went to the shops, John gave the bag to", Mary,error
24612,0,36,0.0005774094024673104,"<|endoftext|>When John and Mary went to the shops, John gave the bag to", Mary,error
171029,6,18965,0.000577353173866868,"<|endoftext|>When John and Mary went to the shops, John gave the bag to", Mary,feature
227347,8,19,0.0005773339653387666,"<|endoftext|>When John and Mary went to the shops, John gave the bag to", Mary,error
275753,10,22313,0.000577207887545228,"<|endoftext|>When John and Mary went to the shops, John gave the bag to", Mary,feature
227560,8,232,0.000577104277908802,"<|endoftext|>When John and Mary went to the shops, John gave the bag to", Mary,error
253228,9,556,0.0005767488619312644,"<|endoftext|>When John and Mary went to the shops, John gave the bag to", Mary,error
303258,11,24474,0.0005760091589763761,"<|endoftext|>When John and Mary went to the shops, John gave the bag to", Mary,feature
126053,4,101,0.0005753181176260114,"<|endoftext|>When John and Mary went to the shops, John gave the bag to", Mary,error
278043,10,27,0.0005747154355049133,"<|endoftext|>When John and Mary went to the shops, John gave the bag to", Mary,error
50489,1,569,0.0005743505316786468,"<|endoftext|>When John and Mary went to the shops, John gave the bag to", Mary,error
304004,11,644,0.000574329518713057,"<|endoftext|>When John and Mary went to the shops, John gave the bag to", Mary,error
151544,5,248,0.0005736658349633217,"<|endoftext|>When John and Mary went to the shops, John gave the bag to", Mary,error
100685,3,77,0.0005731461569666862,"<|endoftext|>When John and Mary went to the shops, John gave the bag to", Mary,error
25070,0,494,0.0005730814882554114,"<|endoftext|>When John and Mary went to the shops, John gave the bag to", Mary,error
250330,9,22234,0.0005726481904275715,"<|endoftext|>When John and Mary went to the shops, John gave the bag to", Mary,feature
278439,10,423,0.0005721908528357744,"<|endoftext|>When John and Mary went to the shops, John gave the bag to", Mary,error
177243,6,603,0.0005718758329749107,"<|endoftext|>When John and Mary went to the shops, John gave the bag to", Mary,error
135976,5,9256,0.0005716803134419024,"<|endoftext|>When John and Mary went to the shops, John gave the bag to", Mary,feature
50406,1,486,0.0005712048732675612,"<|endoftext|>When John and Mary went to the shops, John gave the bag to", Mary,error
